imdb_title_id	title	original_title	year	date_published	genre	duration	country	language	director	writer	production_company	actors	description	avg_vote	votes	budget	usa_gross_income	worlwide_gross_income	metascore	reviews_from_users	reviews_from_critics
tt8903840	Alice e il sindaco	Alice et le maire	2019	2020-02-06	Comedy, Drama	103	France, Belgium	French	Nicolas Pariser	Nicolas Pariser	Bizibi	Fabrice Luchini, Anaïs Demoustier, Nora Hamzawi, Léonie Simaga, Antoine Reinartz, Maud Wyler, Alexandre Steiger, Pascal Rénéric, Thomas Rortais, Thomas Chabrol, Michel Valls, Claire Galopin, Manon Kneusé, Lucie Gallo, Pierre Desmaret	The mayor of Lyon is in existential crisis. After 30 years in politics, he feels totally empty and devoid of ideas. As a fix for this problem, his aides bring a brilliant young philosopher, into his inner circle.	6.3	1149			$ 6163499	51.0	5.0	23.0
tt8906022	Modalità aereo	Modalità aereo	2019	2019-02-21	Comedy	100	Italy	Italian	Fausto Brizzi	Fausto Brizzi, Herbert Simone Paragnani	Casanova Multimedia	Pasquale Petrolo, Paolo Ruffini, Violante Placido, Dino Abbrescia, Caterina Guzzanti, Christian Monaldi, Luca Vecchi, Veronica Logan, Fabrizio Nardi, Nico Di Renzo, Michele Bevilacqua, Giustina Buonomo, Eddygun, Maurizio Lops, Sabrina Salerno	Diego is a successful entrepreneur. Rich and not caring for the good of others, no scruples to belittle the next. His attitude turns against him when he forgets in his airport bathroom his ...	5.6	364			$ 1548450			3.0
tt8906652	A Room Full of Nothing	A Room Full of Nothing	2019	2019-03-22	Comedy, Drama, Romance	85	USA	English	Duncan Coe, Elena Weinberg	Duncan Coe	TurtleDove Films	Ivy Meehan, Duncan Coe, Kat Albert, Austin Alexander, Mike Andrews, Brent Bartholomew, Tyler Bryce, Mike Carreon, Tom Cavanaugh, Cuillin Chastain-Howley, Catherine Grady, Nick Harral, Chris Humphrey, Taylor Juarez, Jeff Koehler	An artistic couple living in Austin, Texas, wake up one day to discover they are the last two people left on Earth.	3.3	105					11.0	3.0
tt8907932	Kuasha jakhon	Kuasha jakhon	2018	2018	Drama, Horror, Mystery	104	India	Bengali	Abhishek, Meenakshii	Abhijit Mallick, Meenakshii	Lucifer Film	Anindya Pulak Banerjee, Rishav Basu, Gargi Roy Chowdhury, Manali Dey, Saon Dey, Shataf Figar, Soumik Maitra, Sudeshna Roy	"t's very rare that we approach a genre like paranormal romance in Indian Cinema and ""KUASHA JAKHON"" is surely a very different and difficult attempt of film making that can actually give the audience of Bengal a real treat of cinema."	8.1	240						
tt8907960	Naduve Antaravirali	Naduve Antaravirali	2018	2018-08-31	Comedy	108	India	Kannada	Raveen Kumaara		Brunda Productions	Chikkanna, Prakhyath Paramesh, Aishani Shetty	A love story centering on two college students who find themselves overcome by their emotions.	7.9	102					3.0	
tt8907970	Kavacha	Kavacha	2019	2019-04-05	Thriller	160	India	Kannada	Gvr Vasu	M.S. Ramesh	Hayagriva Movie Adishtana	Iti Acharya, Meenakshi Anoop, Joy Badlani, Ramesh Bhat, Dhritiman Chatterjee, Kruthika Jayakumar, V. Jayaprakash, Ravi Kale, Isha Koppikar, Tabala Nani, Shivarajkumar, Vasishta N. Simha	A blind man bonds with a young girl, and would go to great lengths to protect her from a serial killer.	7.7	391					7.0	1.0
tt8907986	Angrezi Medium	Angrezi Medium	2020	2020-03-13	Comedy, Drama	145	India	Hindi	Homi Adajania	Bhavesh Mandalia, Gaurav Shukla	Maddock Films	Irrfan Khan, Radhika Madan, Kareena Kapoor, Deepak Dobriyal, Dimple Kapadia, Ranvir Shorey, Pankaj Tripathi, Kiku Sharda, Tillotama Shome, Zakir Hussain, Meghna Malik, Manu Rishi Chadha, Poorvi Jain, Myrah Dandekar, Manish Gandhi	When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in power to make her dreams come true.	7.3	9536			$ 1301330		252.0	12.0
tt8908002	Luka Chuppi	Luka Chuppi	2019	2019-03-01	Comedy, Romance	126	India	Hindi	Laxman Utekar	Rohan Shankar	Maddock Films	Kartik Aaryan, Kriti Sanon, Aparshakti Khurana, Pankaj Tripathi, Vinay Pathak, Atul Srivastava, Alka Amin, Vishwanath Chatterjee, Neha Saraf, Arun Kushwah, Sapna Sand, Shreya Bhattacharya, Vaibhav Choudhary, Abhinav Shukla, Ajeet Singh	Pretending to be married in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.	6.3	7897		$ 1042905	$ 1923586		125.0	13.0
tt8908006	Trezor	Trezor	2018	2018-11-04	Crime, History, Thriller	75	Hungary	Hungarian	Péter Bergendy	Norbert Köbli	Szupermodern Stúdió	Zsolt Anger, Péter Scherer, Bence Tasnádi, Zoltán Bezerédy, József Varga, Gabriella Hámori, Ákos Köszegi, Ferenc Elek, Zoltán Zicherman, Igor Szasz, Kiss Gábor, Takács Zalán, Dávid Gellér, Attila Hammel, Sándor Csók	The police hire a convicted bank robber to crack the Ministry of Interior's vault during the final days of the 1956 Hungarian Revolution. But what they find inside is quite different from what they were expecting.	7.1	617	$ 380000				2.0	
tt8908024	Surkhi Bindi	Surkhi Bindi	2019	2019-08-30	Drama	128	India	Punjabi	Jagdeep Sidhu	Rupinder Inderjit	Zee Studios	Gurnam Bhullar, Sargun Mehta, Sukhwinder Raj, Nisha Bano, Neeru Bajwa, Baljinder Kaur, Kaka Mansa, Deepak Niaz, Navjeet Sandhu, Navkiran Bhatthal, Dilnoor Chauhan, Atul Azad, Aman Bhogal, Sukhwinder Chahal, Gurpreet Dholan	It is the story of Rano's, who wants to go to Canada and Sukha's, who struggles for a living, dreams and how they arrive at their destinations together.	7.5	277			$ 121163		14.0	
tt8908048	Son of Manjeet Singh	Son of Manjeet Singh	2018	2018-10-12	Comedy, Drama, Sport	139	India	Punjabi	Vikram Grover	Surmeet Maavi, Dheeraj Rattan	K9 Films	Gurpreet Ghuggi, Japji Khaira, Karamjit Anmol, B.N. Sharma, Tania, Damanpreet Singh, Harby Sangha, Deep Mandeep, Malkeet Rauni, Japtej Singh, Prakash Gadhu, Tarsem Paul, Inderpal Singh, Daljinder Basran, Gurpreet Bhangu	An undefined relationship between father and son of love and dreams that goes beyond all boundaries of struggles to meet the demand of generation gap.	7.8	244			$ 29134		9.0	
tt8908368	De liefhebbers	De liefhebbers	2019	2019-10-24	Drama	96	Netherlands	Dutch	Anna van der Heide	Marnie Blok	Topkapi Films	Aiko Beemsterboer, Guy Clemens, Jurgen Delnaet, Guido Den Broeder, Sanne-Samina Hanssen, Liora Kats, Bas Keizer, Jeroen Krabbé, Theo Maassen, Majd Mardo, Beppie Melissen, Hadewych Minis, Huub Smit, Jelka van Houten, Jurjen van Loon	When they are confronted with the disease of the pater familias, all members of the Liefhebber family have to face their fears, faults and their troubled interrelationships.	6.9	154			$ 211534			2.0
tt8910924	The Nomads	The Nomads	2019	2020-08-24	Drama, Sport	97	USA	English	Brandon Eric Kamin	Tara Miele	Bear Bear Productions (II)	Andrea Barnes, Erik Blachford, Jennifer Butler, Marquese Carroll, Tate Donovan, Bobby Favoretto, Daniel Grace, Hillaire Hess, Simena Jazell, Debbie Lay, Rosa Leger, Christopher Mann, Khalil McMillan, Marla Mindelle, Jeffrey Mowery	Amidst the chaos of massive budget cuts and school closures, a newly appointed teacher introduces men's rugby to an inner-city North Philadelphia high school.	8.2	1149	$ 1700000				12.0	3.0
tt8912932	Room 37: The Mysterious Death of Johnny Thunders	Room 37: The Mysterious Death of Johnny Thunders	2019	2019-05-17	Drama, Thriller	100	USA	English	Fernando Cordero Caballero, Vicente Cordero	Fernando Cordero Caballero, Vicente Cordero	Cleopatra Entertainment	Leo Ramsey, Devin McGregor Ketko, Timothy Lee DePriest, Jason Lasater, Jonny Sculls, Tyler Tackett, Jimbo Barnett, Sylvain Sylvain, Michael Jude Murphy, Socorro Jones, Robert Fleet, Kelly Erin Decker, Kevin Preston, Prima Donna, Juliette James	Famed rock and roll guitarist Johnny Thunders arrives in New Orleans to get his life together after a toll of hardships, but instead falls into a dark journey and trail of events that are ...	4.4	137					14.0	5.0
tt8914492	Game Over	Game Over	2019	2019-06-14	Drama, Thriller	102	India, Turkey	Tamil, Telugu	Ashwin Saravanan	Ramkumar Kaavya, Suman Kumar	Reliance Entertainment	Taapsee Pannu, Anish Kuruvilla, Maala Parvathi, Vinodhini Vaidynathan, Sanchana Natarajan, Ramya Subramanian	A nyctophobic woman has to fight her inner demons to stay alive in the game called life.	7.1	5686			$ 63183		168.0	24.0
tt8915068	La fuitina sbagliata	La fuitina sbagliata	2018	2018-10-11	Comedy	80	Italy	Italian	Mimmo Esposito	Marco Alessi, Claudio Casisa	Cattleya	Annandrea Vitrano, Claudio Casisa, Barbara Tabita, David Coco, Paride Benassai, Stefania Blandeburgo, Luca Lombardi, Salvatore Mancuso, Salvatore La Mantia, Francesco Guzzo, Vito Zappala, Maurizio Marchetti, Ernesto Maria Ponte, Alessandro Bolide, Giovanna Criscuolo	Claudio and Anna, after being together for so many years, leave but do not have the courage to tell their families. This situation will lead to many lies and funny situations until the day of their marriage.	5.8	173			$ 992070			
tt8916694	Pearl	Pearl	2018	2019-01-30	Drama, Sport	82	France, Switzerland	French, English	Elsa Amiel	Elsa Amiel, Laurent Larivière	Unité de Production	Julia Föry, Peter Mullan, Agata Buzek, Arieh Worthalter, Vidal Arzoni, Khoudiedji Sidibe, Edgard John-Augustin, Camille Bouzaglo, Roland Morel, Dany Jacot-Descombes, Aniela Fik, Barbara Ménage, Noura Rekima, Angel, Victoria Bertaux	Léa Pearl is set to compete for the prestigious title of Miss Heaven. But her past catches up with her, when her ex-lover Ben shows up with the 6-year-old son she hardly knows.	5.9	109					1.0	7.0
tt8916728	Lontano lontano	Cittadini del Mondo	2019	2020-02-20	Comedy	92	Italy	Italian	Gianni Di Gregorio	Gianni Di Gregorio, Marco Pettenello	BiBi Film	Dario Beffa, Alessandro Bernardini, Alberto Buccolini, Marco Caldoro, Riccardo Ciancarelli, Michelangelo Ciminale, Giorgio Colangeli, Gianni Di Gregorio, Ennio Fantastichini, Marco Felli, Silvia Gallerano, Roberto Herlitzka, Salih Saadin Khalid, Carlo Mucari, Marcello Ottolenghi	Three men in their seventies decide to leave their neighborhood life in Rome and find somewhere to relocate abroad.	5.8	184			$ 117759			6.0
tt8917752	Joy	Joy	2018	2019-01-18	Drama	99	Austria	English, German	Sudabeh Mortezai	Sudabeh Mortezai	FreibeuterFilm	Anwulika Alphonsus, Mariam Sanusi, Angela Ekeleme, Gift Igweh, Sandra John, Chika Kipo, Ella Osagie, Eziza Isibor, Glory Aghastmwan, Ernest Omachugbo, Iwunnah Everlyn Nkechi, Joy Utomi, Jane Okoh, Jane Smith, Swantje Beckmann	Joy, a young Nigerian woman caught in the vicious cycle of sex trafficking, is instructed by her exploiter Madame to supervise Precious, a teenage girl who is not ready to accept her fate.	6.6	1016				75.0	14.0	21.0
tt8918042	Dnyukha!	Dnyukha!	2018	2018-08-23	Comedy, Romance	80	Russia		Roman Karimov	Roman Karimov, Sergey Torchilin		Igor Brovin, Danila Chvanov, Mila Ershova, Evgeniya Godunova, Viktoriya Ivankova, Eldar Kalimulin, Nikita Sanaev, Irina Savakova, Agisha Semashkova, Vladimir Timofeev, Alina Titova, Yana Vasilevskaya		5.3	180			$ 1039637			
tt8919390	Rustum	Rustum	2019	2019-06-28	Action	128	India		Ravi Varma	Raghu Samarth	Jayanna Combines	Shivarajkumar, Shraddha Srinath, Sakshi Chaudhary, Sonu Acharya, Anil, Bheesma, Chetan, Chinnayya, Devrajappa, Dhanraj, Giri, Raj Gopal, Arjun Gowda, Gowtham, Guru	ACP Abhishek Bhargav (SRK), in search of killers of his buddy DCP Bharath (Vivek Oberoi), comes from Patna to Bengaluru to uncover political links to an organ trade mafia.	5.0	131			$ 4738		5.0	2.0
tt8919396	Muklawa	Muklawa	2019	2019-05-24	Drama	112	India	Punjabi	Simerjit Singh	Upinderpal Waraich, Upinderpal Waraich	White Hill Production	Ammy Virk, Sonam Bajwa, Sarabjit Cheema, Drishtii Grewal, Karamjit Anmol, B.N. Sharma, Gurpreet Ghuggi, Rakhi Hundal, Gurpreet Bhangu, Sukhbir Singh Batth, Sukhwinder Chahal, Parminder Gill, Nirmal Rishi, Tarsem Paul, Anita Shabdeesh	The film is based on the after the wedding custom when a newly-wed bride is taken back to her husband's home for the first time. Set against the backdrop of the pre-partitioned era.	6.0	378			$ 474162		10.0	
tt8922118	Low Low	Low Low	2019	2019-02-14	Drama	92	USA	English	Nick Richey	Nick Richey, Andrew Saunderson	Halfway Crooks Entertainment	Ali Richey, Alexis Raich, Kacie Rogers, Montana Roesch, Dominique Columbus, Tyler Chase, Adam Elshar, Savannah Stehlin, Moniqua Plante, Sean Carrigan, Elaine Hendrix, Mike Capozzi, Trevor Lee Georgeson, Mark Harley, Micah Howard	On their last day of summer, four high-school girls confront sex, violence and their uncertain future as they struggle to reconcile a rebellious youth with impending adulthood.	4.6	219					10.0	4.0
tt8922682	A-wol Ba-di	A-wol Ba-di	2018	2019-09-26	Drama	93	South Korea	Korean	Ka-ram Han	Ka-ram Han	Korean Academy of Film Arts	Moon Choi, Ji-hye Ahn, Susanna No, Sayon Park	An over-educated, disenchanted woman, Ja Young, loses her ambition after many grueling years of studying for the public official exam. One lonely evening, a beautiful, fit runner, Hyun Joo,...	5.9	114			$ 29420		1.0	4.0
tt8922832	Zui Hou De Ri Chu	Zui Hou De Ri Chu	2019	2020-02-14	Adventure, Drama, Romance	103	China	Mandarin	Wen Ren	Wen Ren, Elly Li		Sen Yang, Jue Zhang, Ran Zhang, Yue Zhang	A future reliant on solar energy falls into chaos after the sun disappears, forcing a reclusive astronomer and his bubbly neighbor out of the city in search of light in the perpetual darkness.	6.4	239	$ 250000				4.0	11.0
tt8923800	The Bachelor Party	The Bachelor Party	2018	2018-12-01	Comedy	115	USA	English	Tremain Hayhoe		Hayhoe Studios	Shawn Valentino, Rich Twilling, Denise Poole, Brenda Salas, Brooke Piedra, Thalia Soto, Julie Tronhuus, William Pierce, Shelly Martinez, Nina Hartley, Imara Amour, Tremain Hayhoe, Kamal Khan, Carlo Ferrer Santos, Sonia Elsie	"Mr. Playboy Hugh Hefner has passed away. In shock over his hero's passing, the most famous bachelor in the galaxy, Shawn ""The Showstopper"" Valentino, is considering leaving the playboy ..."	8.4	137	$ 1000000					
tt8924988	Cale szczescie	Cale szczescie	2019	2019-03-08	Comedy	109	Poland	Polish	Tomasz Konecki	Marcin Baczynski, Mariusz Kuczewski	TVN	Roma Gasiorowska, Piotr Adamczyk, Maksymilian Balcerowski, Joanna Liszowska, Tomasz Sapryk, Marieta Zukowska, Jacek Borusinski, Izabela Dabrowska, Joachim Lamza, Katarzyna Wajda, Rafal Rutkowski, Katarzyna Cynke, Pawel Koslik, Bianka Rucinska, Roman Slefarski	"""Their Lucky Stars"" is a charming summer-holiday-vibe story of love that appears in unexpected circumstances. The peaceful and organized life of Robert (Piotr Adamczyk), a symphony ..."	5.1	126			$ 4148577		1.0	
tt8925102	The Ladybug	The Ladybug	2018	2018-02-02	Animation	75	China	Mandarin	Ding Shi	Ma Hua, Ding Shi	Its Cartoon Animation Studio	Lisa Schwartz, Haylie Duff, Norm MacDonald, Michael Donovan, Greg Chun, Michelle Ruff, Keith Silverstein, Kirk Thornton, Frank Todaro, John DeMita, Imari Williams, Lex Lang, Kaiji Tang, Derek Stephen Prince, Wendee Lee	Seven-spotted ladybug Rube lives in a glass cage inside a greenhouse inside a glassy laboratory. He longs for legendary bug utopia Golden Canyon. When he helps dragonfly Master Water escape...	4.8	126			$ 4662924		3.0	1.0
tt8925540	Racetime	Racetime	2018	2018-12-14	Animation, Adventure, Musical	89	Canada	English	Benoît Godbout, Jean-François Pouliot	Claude Landry, Maxime Landry	CarpeDiem Film & TV	Sonja Ball, Hélène Bourgeois Leclerc, Mehdi Bousaidan, Sophie Cadieux, Anne Casabonne, Hugolin Chevrette-Landesque, Marguerite Damour, Lucinda Davis, Tod Fennell, Noel Fisher, Dawn Ford, Angela Galuppo, Holly Gauthier-Frankel, Éloïsa Laflamme-Cervantes, Gabriel Lessard	A spectacular sled race through the village. Frankie-Four-Eyes and his team, including Sophie as the driver, take on the newcomers: the mysterious and conceited Zac and his athletic cousin ...	5.5	332		$ 1875283	$ 3493043		3.0	4.0
tt8928500	Ashes	Ashes	2018	2018-10-06	Comedy, Horror	93	USA	English	Barry Jay	Barry Jay	Killer Therapy	Melinda DeKay, Damien Diaz, Jeremy Isaiah Earl, Elizabeth Keener, Casey James Knight, Brandon Lamberty, Angelique Maurnae, Yumarie Morales, Emma Mumford, Maria Olsen, Elaine Partnow, Michael Shacket, Robert Smith, Parker Wright	"After a family's ""black sheep"" aunt passes away, they're reluctant and creeped out to receive her cremated ashes. But when a series of strange, supernatural misfortunes beset them, they'll ..."	3.5	109	$ 200000				9.0	4.0
tt8932884	Baarish Aur Chowmein	Baarish Aur Chowmein	2018	2018-08-31	Drama	48	India	Hindi	Tigmanshu Dhulia	Kausar Munir	ZEE Entertainment Enterprises	Amit Sadh, Taapsee Pannu, Tariq Naved Siddiqui, Vidyut Jammwal, Amrish Patange	The story revolves around Siraj who is unable to rent a house in Mumbai as not many are willing to accommodate a Muslim. So, he hides his true identity and finds a home, where he falls in ...	6.2	231					2.0	
tt8933650	Chanakya	Chanakya	2019	2019-10-05	Action, Thriller	147	India	Hindi, Telugu, Malayalam	Thiru	Abburi Ravi, Thiru	AK Entertainments	Zareen Khan, Mehreen Pirzada, Nassar, Mir Sarwar, Tottempudi Gopichand, Ali, Upen Patel, Suneel, Srinivasa Rao Kota, Raja Chembolu, V. Jayaprakash, Rajesh Khattar, Bharath Reddy, Aadarsh Balakrishna, Raghu Babu	Arjun aka Ramakrishna is a RAW marshall from Delhi who has a 100% success rate at nabbing terrorists. What happens when he makes enemies out of India's most wanted Ibrahim Qureshi and his son Sohail?	5.4	314					8.0	1.0
tt8934918	O.P.160/18 Kakshi: Amminippilla	O.P.160/18 Kakshi: Amminippilla	2019	2019-06-28	Comedy, Drama, Family	135	India	Malayalam	Dinjith Ayyathan	Sanilesh Sivan	Zarah Films	Asif Ali, Ahamed Siddique, Fara Shibla, Basil Joseph, Vijayaraghavan, Srikant Murali, Nirmal Palazhi, Sudheesh, Aswathy Manoharan, Lukman Lukku, Babu Annur, Sarasa Balussery, Kalesh Kannattu, Sivadas Kannur, Mammukoya	O.P.160/18 Kakshi: Amminippilla is an unusual court drama happening in Thalassery. This realistic court drama unveils interesting case from different layers with humor and emotions.	6.5	347					4.0	
tt8936306	Il ragazzo più felice del mondo	Il ragazzo più felice del mondo	2018	2018-11-08	Comedy	90	Italy	Italian	Gian Alfonso Pacinotti	Gian Alfonso Pacinotti, Gero Arnone	Fandango	Gero Arnone, Davide Barbafiera, Francesco Daniele, Gian Alfonso Pacinotti, Domenico Procacci, Vladimiro Santini, Andrea Josè Di Pasquale, Sconosciuto sul Monte, Chiara Palmieri, Nathanaël Poupin, Francesco Coniglio, Laura Scarpa, Emiliano Mammucari, Giacomo Nanni, Margherita Tramutoli	Graphic novel author Gipi investigates on a mysterious man who, since 20 years, is sending requests of drawings from other artists always pretending to be a teenager.	6.5	135						5.0
tt8936646	Tyler Rake	Extraction	2020	2020-04-24	Action, Thriller	116	USA	English, Hindi, Bengali	Sam Hargrave	Joe Russo, Ande Parks	Netflix	Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal, Shivam Vichare, Piyush Khati, Sara Rumao, Randeep Hooda, Aarti Kulkarni, Umakant Patil, Praveen Indu, Swapnil Kokam, Pankaj Tripathi, Neha Mahajan, Pallas Prajapati	Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.	6.7	141677				56.0	2919.0	219.0
tt8938852	Zeny v behu	Zeny v behu	2019	2019-01-31	Comedy, Romance	93	Czech Republic	Czech	Martin Horský	Martin Horský	Infinity Prague	Zlata Adamovská, Tereza Kostková, Veronika Kubarová, Jenovéfa Boková, Ondrej Vetchý, Vladimír Polívka, Martin Hofmann, Bolek Polívka, Michaela Sodomková, Samuel Gyerták, Aron Vetchý, Antonín Kracik, Petr Vondrácek, David Kraus, Jitka Bartonícková	Women on the Run. Vera has lived a wonderful life with Jindrich, and she is fully determined to fulfill his last wish - running a marathon. The emancipated and spirited mother of three ...	6.7	402			$ 9582448		1.0	6.0
tt8938866	And The Oscar Goes To..	And the Oskar Goes To..	2019	2019-07-02	Drama	124	India, Canada	Malayalam, Telugu	Salim Ahmed	Salim Ahmed	Allens Media	Tovino Thomas, Zarina Wahab, Anu Sithara, Sreenivasan, Lal, Siddique, Maala Parvathi, Hareesh Kanaran, Nikki Rae Hallow, Sarath Kumar, Salim Kumar, Morgan LeBlanc, Santhosh Keezhattoor, Vijayaraghavan, Kavitha Nair	A real touching story of a movie maker who struggle to make his own movie passionately and sacrifice his life for his debut Movie, A must watch and inspiring narration.	7.4	406			$ 116304		6.0	1.0
tt8938900	Fortuner	Fortuner	2019	2019-01-04	Drama, Family, Romance	131	India	Kannada	Manjunath J. Anivaarya, Jayram Srinivas	Manjunath J. Anivaarya, M.S. Narasimha Murthy	Golecha Film International	Diganth, Sonu Gowda, Swathi Sharma, Bala Rajwadi, Lakshmi Siddaiah, Kalyani Raju, Ratan Ram, Rajesh Nataranga, Naveen Krishna, Sujay Shastry, Preethi Rangayanis, Vinayak Joshi, M.S. Narasimha Murthy, Pallavi Raju, Dileep B.M.	Partha, a good-for-nothing man, falls for Anusha and lies to her about owning a restaurant. When they get married, his dishonesty is exposed which ruins their relationship.	6.9	128					11.0	
